"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"7408","green","red","green","green","green","green","green","green","green","red"
"7409","red","red","green","red","green","red","red","red","red","red"
"7410","green","green","red","red","green","red","red","red","red","red"
"7411","green","red","green","green","green","green","green","red","green","red"
"7412","green","green","green","red","red","red","red","green","green","green"
"7413","green","green","green","green","red","red","red","green","red","red"
"7414","red","green","green","red","green","green","red","red","red","green"
"7415","green","green","green","red","red","red","red","green","red","green"
"7416","green","red","red","green","green","green","green","green","green","red"
"7417","red","red","green","green","red","red","red","red","green","red"
"7418","red","green","red","green","green","green","green","green","red","red"
"7419","green","green","green","green","green","green","green","green","green","red"
"7420","green","green","green","red","red","green","green","red","red","green"
"7421","red","red","green","green","green","red","green","green","green","green"
"7422","green","red","red","red","red","green","green","red","red","green"
"7423","red","red","red","red","red","red","red","red","red","red"
"7424","green","green","red","green","green","green","green","red","green","red"
"7425","red","red","red","green","red","green","green","red","red","green"
"7426","green","green","red","green","red","red","red","green","green","green"
"7427","red","green","green","red","red","red","red","red","green","green"
"7428","green","green","green","green","red","green","green","green","red","red"
"7429","green","green","green","red","red","red","red","green","green","red"
"7430","red","red","green","green","green","green","green","green","green","red"
"7431","green","red","red","red","green","green","green","green","red","green"
"7432","red","red","green","red","red","red","red","green","green","red"
"7433","red","red","red","red","green","green","green","red","red","red"
"7434","red","green","green","green","green","green","green","green","green","green"
"7435","red","red","red","red","red","red","red","red","green","green"
"7436","red","green","green","green","red","red","red","green","green","green"
"7437","green","red","red","green","green","green","red","green","red","red"
"7438","red","red","green","green","green","red","red","green","red","green"
"7439","red","red","red","green","green","green","green","green","green","green"
"7440","green","green","red","red","green","red","red","red","red","red"
"7441","green","green","green","green","green","green","green","green","red","red"
"7442","red","red","red","green","green","red","red","green","red","green"
"7443","red","red","green","green","red","red","green","green","green","red"
"7444","green","green","green","green","red","green","green","red","red","red"
"7445","green","green","green","green","red","red","red","red","green","green"
"7446","green","red","red","green","green","green","green","red","green","green"
"7447","green","green","green","red","red","red","red","red","red","green"
"7448","green","green","green","green","green","green","green","green","green","green"
"7449","green","red","green","green","green","green","green","green","green","green"
"7450","red","red","green","green","red","red","red","green","red","red"
"7451","red","red","red","green","red","red","red","green","red","red"
"7452","green","red","red","red","green","green","green","red","red","red"
"7453","red","red","red","red","green","green","green","green","green","green"
"7454","red","green","red","red","green","green","green","red","red","green"
"7455","red","red","green","green","green","green","green","red","red","green"
"7456","red","red","red","green","red","green","green","green","red","red"
"7457","red","green","red","green","green","green","green","red","red","green"
"7458","green","green","green","green","red","green","green","green","red","green"
"7459","red","red","red","red","green","green","green","green","green","green"
"7460","green","green","red","green","red","green","green","green","green","red"
"7461","green","green","green","green","green","green","red","red","red","green"
"7462","green","green","green","green","green","green","green","green","green","red"
"7463","red","red","red","green","green","green","green","green","red","red"
"7464","green","green","green","red","red","red","red","red","green","green"
"7465","green","red","green","red","red","green","green","green","green","green"
"7466","green","green","red","red","green","red","red","green","green","red"
"7467","green","green","red","green","green","green","green","green","green","red"
"7468","red","red","red","green","green","red","green","green","green","green"
"7469","green","green","green","red","red","red","red","green","green","green"
"7470","green","green","green","red","green","red","red","red","green","red"
"7471","red","green","red","green","red","red","red","red","red","green"
"7472","green","red","red","red","green","green","green","green","green","green"
"7473","red","red","green","red","red","red","red","green","green","green"
"7474","red","red","red","green","red","red","red","red","red","red"
"7475","green","green","red","green","red","green","green","red","red","red"
"7476","green","green","green","red","red","green","red","red","green","green"
"7477","red","red","green","red","green","green","green","red","green","red"
"7478","red","green","red","green","green","green","green","green","green","green"
"7479","green","green","green","green","red","red","red","green","red","green"
"7480","red","red","red","green","green","green","green","green","green","red"
"7481","green","red","green","red","red","green","red","green","red","green"
"7482","green","green","green","green","green","green","green","red","green","green"
"7483","green","red","red","red","red","red","red","green","red","green"
"7484","red","red","green","red","red","green","green","red","red","green"
"7485","green","green","red","red","red","green","green","green","green","red"
"7486","green","green","green","red","red","green","green","red","red","green"
"7487","green","green","red","red","red","red","red","green","green","green"
"7488","red","green","green","red","green","green","green","green","red","green"
"7489","red","red","red","green","green","green","green","green","green","red"
"7490","red","red","red","green","green","red","red","red","green","green"
"7491","green","red","red","green","green","green","green","green","green","green"
"7492","green","red","red","green","green","green","green","green","green","red"
"7493","red","red","green","red","red","green","green","red","red","red"
"7494","red","red","red","red","green","green","green","red","red","red"
"7495","red","red","green","red","green","green","green","red","red","green"
"7496","green","green","red","green","red","green","green","red","green","green"
"7497","red","red","green","green","green","green","green","green","green","green"
"7498","green","red","red","green","green","red","green","green","green","green"
"7499","red","green","green","green","green","green","green","green","red","green"
"7500","green","green","green","green","green","green","green","green","green","red"
"7501","red","red","red","green","green","green","green","green","green","green"
"7502","red","red","red","green","red","red","red","green","red","green"
"7503","red","green","red","red","red","green","red","green","red","green"
"7504","green","green","red","green","green","green","green","green","green","green"
"7505","green","green","green","red","green","green","green","red","red","green"
"7506","green","green","red","green","red","green","green","green","red","red"
"7507","green","green","green","green","green","green","green","green","green","green"
"7508","green","green","red","green","red","green","red","green","red","green"
"7509","green","green","red","red","red","green","green","red","green","green"
"7510","green","green","red","red","red","green","green","green","green","green"
"7511","green","green","green","green","red","red","red","green","red","red"
"7512","green","red","red","red","red","red","red","green","red","green"
"7513","green","green","green","green","green","green","green","green","green","green"
"7514","green","red","red","green","red","red","red","red","green","green"
"7515","green","red","green","red","green","green","green","red","red","red"
"7516","red","green","green","green","red","green","green","green","green","green"
"7517","green","green","red","red","green","green","green","red","green","red"
"7518","green","red","red","red","green","red","red","red","green","red"
"7519","green","red","red","green","red","red","red","red","green","green"
"7520","red","green","red","green","red","green","red","red","red","green"
"7521","red","red","green","green","red","green","green","red","red","red"
"7522","green","red","green","green","green","green","green","red","red","green"
"7523","red","green","red","red","green","red","red","green","red","red"
"7524","green","green","green","green","green","green","green","green","green","green"
"7525","green","red","green","red","red","red","green","red","green","green"
"7526","green","green","red","red","red","red","red","green","red","red"
"7527","red","red","red","red","red","red","red","green","green","red"
"7528","green","red","green","red","red","red","red","red","red","green"
"7529","green","green","red","green","red","green","green","green","red","red"
"7530","red","red","red","green","green","green","green","green","green","red"
"7531","red","red","green","red","green","red","green","green","green","green"
"7532","red","green","green","red","red","green","green","red","red","red"
"7533","green","green","green","green","green","red","green","green","green","red"
"7534","red","green","red","green","green","green","green","green","green","green"
"7535","green","green","red","red","red","red","red","green","red","red"
"7536","green","green","red","green","green","green","green","red","red","red"
"7537","red","red","red","green","green","green","green","green","red","red"
"7538","red","red","red","green","green","red","red","red","red","green"
"7539","green","green","red","green","red","green","green","red","red","green"
"7540","green","green","red","green","red","green","red","red","red","green"
"7541","green","green","red","red","green","red","red","green","red","red"
"7542","green","green","red","green","green","red","red","green","green","red"
"7543","red","red","green","green","red","green","red","red","red","red"
"7544","green","red","green","green","green","green","green","green","green","green"
"7545","red","green","red","red","green","green","green","red","green","green"
"7546","green","green","green","red","green","green","green","green","green","red"
"7547","green","green","green","green","red","green","green","green","green","green"
"7548","green","red","green","green","green","green","green","green","red","red"
"7549","red","red","red","red","red","red","green","green","green","red"
"7550","red","red","green","red","red","red","green","green","red","green"
"7551","green","green","green","green","green","green","green","red","red","red"
"7552","green","green","red","red","green","green","green","red","green","green"
"7553","red","green","red","green","green","green","green","green","green","green"
"7554","red","green","green","green","red","green","green","green","red","red"
"7555","red","red","green","green","green","green","green","green","green","green"
"7556","red","red","red","green","green","green","green","red","green","green"
"7557","green","green","green","green","green","green","green","green","green","green"
"7558","green","red","green","red","red","green","green","green","red","red"
"7559","green","green","green","red","green","red","red","green","green","green"
"7560","green","green","red","red","red","red","red","red","green","green"
"7561","red","red","green","red","green","green","green","green","green","red"
"7562","red","red","green","red","green","green","green","red","red","red"
"7563","green","green","green","green","green","red","red","red","red","red"
"7564","green","green","red","red","red","red","red","green","red","green"
"7565","green","green","red","red","green","green","green","red","green","green"
"7566","green","green","red","green","green","red","green","red","green","green"
"7567","red","red","red","red","red","red","red","red","green","red"
"7568","green","green","green","green","green","red","red","red","red","green"
"7569","green","green","green","red","red","green","green","red","red","green"
"7570","red","red","red","green","red","red","red","green","red","red"
"7571","green","red","red","green","green","green","green","green","green","red"
"7572","green","green","red","green","red","red","red","red","red","green"
"7573","green","green","red","red","red","green","green","red","red","green"
"7574","red","green","red","green","red","green","green","green","green","red"
"7575","red","green","green","green","green","green","green","green","green","red"
"7576","green","green","red","red","red","red","red","green","red","green"
"7577","green","green","green","green","green","red","green","green","green","green"
"7578","green","green","green","green","red","green","green","green","red","red"
"7579","green","green","green","red","red","red","green","green","red","red"
"7580","green","green","green","red","red","red","red","red","red","red"
"7581","red","red","green","green","green","green","green","green","green","red"
"7582","red","green","green","red","green","green","green","green","green","green"
"7583","green","red","green","green","green","green","green","green","green","red"
"7584","red","red","red","green","green","red","green","red","red","red"
"7585","red","green","red","green","red","green","red","red","green","red"
"7586","green","green","green","red","red","red","green","green","green","green"
"7587","red","green","green","green","red","green","green","green","green","green"
"7588","red","green","red","green","green","green","green","green","green","red"
"7589","green","green","red","green","green","green","red","green","green","green"
"7590","green","green","red","green","red","red","red","red","green","green"
"7591","green","red","green","red","red","red","red","red","red","green"
"7592","green","green","green","green","green","green","green","green","green","red"
"7593","green","green","green","red","red","red","green","red","red","green"
"7594","green","green","red","red","red","red","red","green","red","red"
"7595","red","red","red","red","green","green","green","red","red","red"
"7596","red","green","red","red","red","red","red","red","green","red"
"7597","red","green","green","green","red","green","green","green","red","red"
"7598","green","green","red","green","green","green","green","green","red","red"
"7599","green","red","green","red","red","red","red","red","red","red"
"7600","green","green","red","green","green","green","green","green","green","red"
"7601","red","green","red","green","red","green","green","green","green","green"
"7602","green","green","green","red","red","red","green","red","red","green"
"7603","green","green","green","red","green","green","green","green","green","red"
"7604","green","green","red","green","green","green","green","red","green","red"
"7605","red","red","green","green","red","red","red","red","red","red"
"7606","green","green","green","red","green","green","green","green","green","green"
"7607","green","green","red","red","red","red","red","green","red","green"
"7608","green","green","red","green","red","green","green","red","red","green"
"7609","green","red","green","green","green","green","green","red","red","red"
"7610","red","green","green","red","green","red","red","green","red","green"
"7611","green","green","green","green","green","green","green","green","green","green"
"7612","red","green","green","green","red","green","green","green","green","green"
"7613","red","green","green","red","red","red","red","green","red","red"
"7614","green","green","green","green","green","red","green","green","green","green"
"7615","red","red","green","green","green","green","green","green","green","red"
"7616","green","red","green","red","green","green","green","green","green","green"
"7617","green","green","red","green","green","green","green","green","green","red"
"7618","red","red","red","green","green","green","green","green","green","green"
"7619","green","green","red","red","red","red","green","green","red","green"
"7620","green","red","green","red","green","green","green","red","green","red"
"7621","green","green","red","green","green","green","green","green","green","red"
"7622","red","red","green","red","red","red","green","green","red","red"
"7623","green","red","red","red","red","red","red","green","red","red"
"7624","green","green","red","green","green","green","green","green","red","red"
"7625","red","green","green","green","red","green","green","red","red","green"
"7626","green","red","green","red","green","green","green","red","red","green"
"7627","green","red","green","green","green","green","green","green","green","green"
"7628","green","green","red","red","green","red","red","green","red","green"
"7629","green","green","green","green","green","green","green","green","green","red"
"7630","red","red","green","red","green","green","green","green","green","red"
"7631","green","red","green","green","red","red","green","red","green","red"
"7632","green","green","green","red","red","red","red","green","red","red"
"7633","red","green","red","green","red","green","green","green","green","red"
"7634","red","red","green","green","green","green","red","red","red","green"
"7635","green","red","green","green","green","red","green","green","green","red"
"7636","green","green","green","red","red","green","green","green","red","green"
"7637","green","green","red","red","red","green","green","green","green","green"
"7638","green","green","red","red","red","red","red","green","red","red"
"7639","red","red","red","green","green","green","green","red","red","red"
"7640","red","red","green","green","green","red","green","red","green","green"
"7641","green","green","green","green","green","green","green","green","green","red"
"7642","red","red","red","green","green","green","green","green","green","green"
"7643","green","green","green","green","green","green","green","green","green","red"
"7644","green","green","green","green","green","green","green","green","green","green"
"7645","green","green","green","green","green","green","green","green","green","red"
"7646","green","green","green","red","red","green","red","red","red","green"
"7647","green","green","red","red","red","red","red","green","green","green"
"7648","green","red","green","green","green","green","green","green","red","red"
"7649","red","red","green","green","red","red","red","red","red","green"
"7650","red","green","green","red","red","red","red","green","red","green"
"7651","red","red","green","green","green","red","green","green","green","red"
"7652","red","green","red","red","red","red","green","red","red","red"
"7653","green","green","green","red","red","red","red","green","red","green"
"7654","green","green","red","red","red","green","green","red","red","red"
"7655","red","red","red","green","red","red","red","green","green","red"
"7656","green","red","red","green","green","green","green","green","green","red"
"7657","red","green","red","green","red","red","red","red","red","red"
"7658","green","red","green","red","green","green","green","red","red","green"
"7659","red","green","green","red","red","red","red","red","green","green"
"7660","red","red","green","red","red","green","green","green","green","green"
"7661","green","green","green","green","red","red","red","red","red","red"
"7662","green","green","red","red","green","green","red","red","red","green"
"7663","red","red","red","red","red","red","red","green","green","green"
"7664","green","green","red","red","red","red","red","green","green","red"
"7665","red","red","red","green","green","green","green","green","green","green"
"7666","green","red","green","red","green","red","red","red","red","green"
"7667","red","green","green","green","green","green","green","green","green","green"
"7668","green","red","green","red","green","green","green","red","red","green"
"7669","green","green","red","red","green","green","green","red","green","green"
"7670","red","red","red","red","green","red","red","green","green","red"
"7671","red","green","red","red","green","red","red","green","green","green"
"7672","green","green","red","red","red","red","red","green","red","red"
"7673","red","red","red","green","green","green","green","green","red","green"
"7674","green","red","red","red","red","red","green","red","red","red"
"7675","green","green","red","green","red","green","green","green","red","red"
"7676","red","green","red","red","red","green","green","red","red","red"
"7677","green","green","red","green","green","green","green","green","green","green"
"7678","green","green","red","green","green","green","green","red","green","red"
"7679","red","red","red","green","green","red","green","red","green","green"
"7680","red","red","green","red","green","red","red","red","green","red"
"7681","green","red","red","green","red","red","green","green","green","green"
"7682","red","red","green","green","green","green","red","green","green","green"
"7683","red","red","green","red","red","red","red","red","red","red"
"7684","red","green","red","green","red","green","green","red","green","green"
"7685","red","green","green","red","red","red","red","green","red","green"
"7686","green","green","green","green","green","red","green","green","green","red"
"7687","red","green","green","green","red","red","green","red","red","red"
"7688","red","red","green","green","green","green","green","green","green","red"
"7689","red","red","red","green","green","green","green","green","green","green"
"7690","green","red","red","red","red","red","red","red","red","green"
"7691","green","green","green","red","green","red","red","green","red","red"
"7692","green","red","green","green","green","red","red","red","red","green"
"7693","red","green","red","green","red","green","green","red","red","red"
"7694","green","green","green","green","red","red","green","green","green","red"
"7695","green","red","red","green","green","green","green","green","red","red"
"7696","green","red","green","green","green","green","green","red","red","red"
"7697","red","green","green","red","green","red","green","green","red","red"
"7698","green","red","green","green","red","red","red","red","red","red"
"7699","red","red","green","red","red","green","green","red","red","green"
"7700","red","red","red","green","green","green","green","green","green","green"
"7701","green","green","red","green","green","green","red","red","green","green"
"7702","green","red","red","green","green","green","green","green","green","green"
"7703","red","red","green","green","green","green","green","green","green","red"
"7704","green","red","red","green","green","green","green","green","green","green"
"7705","green","green","red","green","green","red","red","red","green","green"
"7706","green","green","green","green","green","green","green","green","green","green"
"7707","green","green","red","green","green","red","red","red","green","green"
"7708","green","green","red","red","green","green","green","red","red","green"
"7709","green","red","red","green","red","green","green","red","green","green"
"7710","red","red","green","green","green","green","green","green","red","green"
"7711","red","green","green","red","red","green","green","red","red","green"
"7712","green","green","green","green","green","green","green","green","green","red"
"7713","green","green","red","red","green","red","red","green","green","green"
"7714","red","green","green","green","green","green","green","red","red","green"
"7715","green","green","red","red","red","red","green","red","red","green"
"7716","red","green","green","green","green","green","green","green","green","red"
"7717","red","red","red","red","red","green","red","red","red","green"
"7718","red","green","green","red","red","green","green","red","red","red"
"7719","green","green","green","red","red","green","red","green","red","green"
"7720","green","green","green","red","red","red","green","red","green","green"
"7721","green","green","green","green","green","green","green","green","green","red"
"7722","green","green","red","green","green","red","green","green","green","red"
"7723","red","green","red","green","red","green","green","red","red","green"
"7724","red","green","green","red","green","green","green","red","red","green"
"7725","red","green","green","green","green","red","green","red","red","red"
"7726","green","green","green","red","green","red","green","red","red","red"
"7727","green","green","red","green","green","green","green","red","green","red"
"7728","red","red","green","red","green","red","red","green","green","red"
"7729","green","green","red","green","green","green","green","green","green","green"
"7730","red","red","red","red","green","green","green","red","green","green"
"7731","red","red","green","green","green","red","green","green","red","red"
"7732","green","green","red","green","green","red","red","green","green","green"
"7733","green","green","red","red","red","green","green","red","red","red"
"7734","green","red","red","green","green","green","green","red","red","green"
"7735","red","red","red","red","green","red","green","red","red","green"
"7736","green","red","green","red","green","green","green","red","red","green"
"7737","green","green","red","red","green","red","red","red","red","green"
"7738","red","green","green","green","green","green","green","green","green","green"
"7739","green","green","green","red","red","red","red","green","red","red"
"7740","red","green","green","red","green","red","red","green","red","green"
"7741","green","red","green","green","red","green","green","green","red","red"
"7742","red","red","red","green","green","green","green","green","green","red"
"7743","red","red","red","red","green","red","red","red","red","green"
"7744","green","green","red","green","green","green","green","green","green","red"
"7745","green","green","red","red","green","green","green","green","green","green"
"7746","green","green","green","green","red","red","red","green","green","red"
"7747","green","green","green","green","red","red","red","green","green","green"
"7748","green","green","red","green","green","green","green","green","green","green"
"7749","green","green","red","green","red","red","red","red","red","green"
"7750","green","green","green","green","green","green","green","green","green","green"
"7751","red","red","red","red","red","green","green","red","green","green"
"7752","green","red","green","green","green","green","green","green","green","green"
"7753","red","red","red","red","red","green","green","green","green","red"
"7754","red","red","red","red","green","red","red","red","red","green"
"7755","red","red","green","green","green","red","red","green","green","red"
"7756","green","red","red","green","green","red","red","red","red","green"
"7757","red","red","green","green","red","green","green","red","green","green"
"7758","red","red","green","green","red","red","red","red","red","red"
"7759","green","green","green","green","green","green","green","green","green","red"
"7760","green","red","green","green","red","red","red","red","red","green"
"7761","green","green","green","green","green","green","green","green","green","green"
"7762","red","red","red","green","green","green","green","green","green","green"
"7763","green","green","green","green","green","red","red","green","red","green"
"7764","green","green","red","green","green","green","green","red","green","red"
"7765","red","red","green","green","green","red","green","green","green","red"
"7766","green","green","green","red","green","red","red","green","green","green"
"7767","red","green","red","green","red","red","red","green","green","green"
"7768","red","green","red","green","red","red","red","red","red","red"
"7769","green","red","red","green","green","red","green","green","green","red"
"7770","red","red","green","green","red","red","red","green","red","red"
"7771","red","green","green","red","red","green","green","red","red","green"
"7772","red","green","red","red","green","green","green","red","green","red"
"7773","green","red","green","green","green","green","green","green","green","green"
"7774","red","red","red","red","red","red","red","green","red","red"
"7775","red","red","red","red","green","red","red","red","green","green"
"7776","red","green","red","green","green","green","green","green","green","red"
"7777","red","green","red","green","red","green","red","red","red","red"
"7778","green","green","green","red","green","red","red","red","red","red"
"7779","green","green","green","red","green","green","green","red","red","red"
"7780","red","red","red","red","green","green","green","green","green","red"
"7781","red","green","red","red","green","green","green","green","green","green"
"7782","green","green","green","green","green","green","green","green","red","green"
"7783","green","green","green","red","red","red","red","red","red","green"
"7784","red","green","red","green","red","red","red","red","green","green"
"7785","red","green","red","red","red","red","red","red","green","green"
"7786","red","green","red","green","green","red","red","red","green","green"
"7787","green","green","green","red","green","green","green","red","red","green"
"7788","green","green","green","green","red","red","red","red","red","red"
"7789","red","red","red","green","green","green","green","green","green","green"
"7790","red","red","red","green","red","green","green","green","green","green"
"7791","green","green","red","green","green","green","green","green","green","green"
"7792","red","green","red","green","green","green","green","red","green","green"
"7793","green","red","red","red","red","red","red","red","red","green"
"7794","red","red","red","green","green","green","green","green","green","green"
"7795","green","red","green","green","green","green","green","green","green","red"
"7796","green","green","green","red","green","red","green","red","green","red"
"7797","red","red","green","green","red","red","red","red","green","green"
"7798","red","green","green","green","green","green","green","green","red","red"
"7799","red","red","red","green","red","green","green","red","red","green"
"7800","green","green","red","green","red","green","green","red","green","red"
"7801","green","green","green","green","green","green","green","green","green","red"
"7802","green","red","red","red","red","red","red","red","red","red"
"7803","green","green","red","red","red","red","red","red","green","red"
"7804","green","green","green","green","red","red","red","green","red","red"
"7805","red","red","green","green","red","green","red","green","green","red"
"7806","red","red","green","red","green","red","green","red","red","red"
"7807","green","red","green","red","red","green","green","red","green","green"
"7808","red","green","green","red","red","red","red","green","green","red"
"7809","red","red","red","green","red","green","red","green","green","red"
"7810","green","green","green","green","green","green","green","red","red","red"
"7811","green","green","red","green","green","green","green","green","green","red"
"7812","green","red","green","red","red","red","red","red","red","red"
"7813","green","green","green","red","green","green","green","red","red","green"
"7814","green","green","green","green","green","red","red","red","red","green"
"7815","green","red","green","green","green","green","red","red","red","red"
"7816","green","green","green","red","green","green","green","green","green","red"
"7817","green","green","green","red","red","green","green","red","red","red"
"7818","red","red","red","green","green","red","red","green","red","red"
"7819","red","red","green","red","green","green","green","red","green","green"
"7820","red","red","green","red","red","red","red","green","green","green"
"7821","red","red","green","red","red","red","red","red","red","red"
"7822","red","red","green","red","green","red","red","red","green","green"
"7823","red","green","green","green","green","green","green","green","green","red"
"7824","green","green","green","red","red","red","red","red","green","green"
"7825","green","red","green","red","green","green","green","green","green","red"
"7826","green","red","red","red","red","red","green","red","red","green"
"7827","green","green","green","green","green","green","green","green","green","red"
"7828","red","red","green","green","green","green","green","red","red","green"
"7829","red","red","green","green","green","red","green","green","green","red"
"7830","green","red","red","red","red","red","red","green","red","red"
"7831","green","green","green","green","green","green","green","green","red","green"
"7832","red","green","red","red","red","red","red","red","red","red"
"7833","green","red","green","red","green","red","red","green","green","green"
"7834","green","red","red","green","green","green","green","green","red","green"
"7835","green","green","green","red","red","red","red","green","green","green"
"7836","green","green","green","red","green","green","green","green","red","green"
"7837","green","red","green","red","red","green","green","red","red","green"
"7838","green","red","red","red","red","red","red","green","red","red"
"7839","red","red","green","red","green","red","green","red","red","green"
"7840","red","green","red","green","green","green","green","red","red","green"
"7841","green","green","red","red","red","red","red","red","green","red"
"7842","red","green","green","red","green","red","red","red","red","red"
"7843","green","red","red","red","green","green","green","red","red","green"
"7844","red","red","green","green","red","red","green","red","red","green"
"7845","red","red","red","red","green","red","red","green","red","red"
"7846","red","red","red","red","green","green","green","green","red","green"
"7847","green","green","red","red","green","red","red","red","red","red"
"7848","red","red","green","red","red","red","red","green","red","red"
"7849","green","green","green","green","red","red","red","red","red","green"
"7850","red","red","red","red","green","green","green","green","green","green"
"7851","green","green","green","green","green","green","green","red","green","red"
"7852","green","green","red","green","green","red","red","red","red","green"
"7853","green","green","green","green","green","green","green","green","green","red"
"7854","red","green","green","green","green","green","green","green","green","red"
"7855","green","green","green","green","green","red","red","green","green","green"
"7856","green","green","green","green","green","red","green","green","green","green"
"7857","red","red","green","red","red","green","green","red","green","green"
"7858","red","green","red","green","green","green","green","green","green","green"
"7859","green","red","red","red","red","red","red","green","green","green"
"7860","red","green","red","red","red","green","green","green","green","green"
"7861","green","green","green","green","green","green","green","green","green","red"
"7862","red","red","red","red","green","red","red","red","red","red"
"7863","red","green","red","green","red","red","red","red","red","red"
"7864","red","red","green","green","green","green","green","green","green","green"
"7865","red","green","red","red","red","red","green","red","red","red"
"7866","green","green","red","red","green","red","red","green","green","red"
"7867","green","red","red","green","green","green","green","green","green","green"
"7868","red","red","green","red","green","red","red","green","red","green"
"7869","green","green","red","red","green","green","green","red","red","green"
"7870","green","green","green","green","green","red","red","red","red","red"
"7871","red","green","red","red","green","green","green","red","red","green"
"7872","green","green","green","green","red","red","red","red","green","green"
"7873","green","green","green","green","green","green","green","green","green","green"
"7874","green","green","red","green","red","green","green","green","red","green"
"7875","red","green","red","red","green","green","green","green","green","red"
"7876","green","green","red","green","green","green","green","green","red","red"
"7877","green","red","green","green","green","green","green","green","green","green"
"7878","green","green","red","green","red","red","red","red","red","green"
"7879","red","red","green","green","green","green","green","green","green","red"
"7880","red","green","green","green","green","red","red","green","red","red"
"7881","green","green","green","green","red","green","green","green","red","green"
"7882","red","red","red","green","green","green","red","red","red","red"
"7883","green","red","red","green","green","red","red","red","red","green"
"7884","green","red","red","red","green","green","green","green","red","green"
"7885","red","red","green","green","green","green","green","red","green","red"
"7886","red","green","red","red","red","red","red","red","green","red"
"7887","green","green","red","green","red","red","green","red","green","green"
"7888","green","green","green","green","green","green","green","green","green","red"
"7889","green","red","green","green","red","green","red","red","red","green"
"7890","red","green","green","green","red","green","red","green","red","red"
"7891","green","green","green","red","green","green","green","red","green","green"
"7892","red","green","green","green","green","green","green","green","green","red"
"7893","green","green","red","red","red","red","red","red","green","green"
"7894","red","green","green","green","green","green","green","green","red","red"
"7895","red","red","green","green","red","red","red","green","green","green"
"7896","red","red","green","green","red","red","red","red","red","green"
"7897","red","red","red","red","red","red","green","red","red","red"
"7898","green","green","green","red","red","red","red","green","red","red"
"7899","green","red","green","green","green","green","green","green","green","green"
"7900","green","green","green","red","green","green","green","red","green","red"
"7901","green","red","green","green","green","green","green","green","green","red"
"7902","red","red","green","red","green","green","green","green","green","red"
"7903","green","green","green","red","green","green","green","green","green","red"
"7904","red","red","green","red","red","red","green","red","red","red"
"7905","green","green","green","red","green","green","green","green","green","green"
"7906","red","green","green","green","green","red","red","green","green","red"
"7907","green","green","red","red","green","green","green","green","red","red"
"7908","red","green","red","red","red","red","red","green","red","green"
"7909","red","green","green","green","green","green","green","green","red","green"
"7910","red","red","red","green","red","red","green","red","green","green"
"7911","green","green","green","green","green","green","green","green","green","red"
"7912","green","green","red","red","red","green","red","green","green","green"
"7913","green","green","green","green","red","green","green","red","green","red"
"7914","green","green","green","red","red","red","red","green","green","red"
"7915","red","green","green","red","red","red","red","green","green","green"
"7916","red","green","green","red","red","green","green","red","red","red"
"7917","green","green","red","green","green","red","red","green","red","red"
"7918","red","green","red","red","red","green","green","red","red","red"
"7919","green","green","red","red","green","green","green","red","red","red"
"7920","red","red","green","green","green","green","green","green","green","red"
"7921","red","red","green","green","red","red","red","red","red","red"
"7922","green","red","green","green","green","green","green","green","red","green"
"7923","green","green","red","red","red","red","red","green","green","green"
"7924","green","red","green","green","green","green","green","green","green","red"
"7925","green","green","red","green","green","green","red","red","red","red"
"7926","red","red","green","green","red","red","green","green","green","red"
"7927","red","green","green","green","green","green","green","red","green","green"
"7928","red","red","red","red","green","red","red","red","green","red"
"7929","green","green","green","red","green","green","green","green","red","green"
"7930","green","green","green","green","green","green","green","green","green","red"
"7931","red","red","green","green","green","red","red","red","green","green"
"7932","green","green","green","red","green","green","green","green","red","green"
"7933","red","green","green","green","red","green","green","green","green","green"
"7934","green","red","red","red","red","red","red","red","green","green"
"7935","red","red","green","green","green","green","red","green","green","green"
"7936","red","red","green","green","green","green","green","red","green","green"
"7937","green","red","red","red","red","red","red","green","red","green"
"7938","red","red","green","green","green","red","red","red","green","red"
"7939","green","green","green","green","green","green","green","green","green","green"
"7940","green","red","red","red","green","green","green","red","green","green"
"7941","red","red","green","green","green","green","green","green","green","green"
"7942","green","green","red","red","green","green","green","green","red","green"
"7943","red","red","red","green","green","red","red","green","red","red"
"7944","green","green","green","green","green","green","green","green","green","green"
"7945","green","green","green","green","green","red","red","green","green","red"
"7946","green","green","green","red","red","green","green","red","green","green"
"7947","red","red","green","green","green","green","green","green","red","red"
"7948","red","red","green","red","red","green","green","red","red","green"
"7949","red","red","green","green","red","red","red","red","red","red"
"7950","red","green","red","green","green","green","green","red","green","green"
"7951","red","red","green","green","green","green","green","green","green","green"
"7952","green","red","red","green","green","red","red","red","green","green"
"7953","green","green","green","green","green","red","green","red","red","green"
"7954","red","red","red","red","green","red","red","green","green","green"
"7955","green","green","green","green","green","green","green","green","green","green"
"7956","green","green","green","green","green","green","green","green","green","green"
"7957","red","green","green","green","green","red","green","green","green","red"
"7958","red","red","red","green","red","green","green","red","green","red"
"7959","green","red","red","red","red","red","green","green","green","red"
"7960","red","green","red","green","green","green","green","red","red","red"
"7961","green","green","green","red","green","green","green","red","red","green"
"7962","green","green","red","green","green","green","green","green","green","red"
"7963","red","green","red","green","green","green","red","red","green","red"
"7964","red","red","red","green","green","red","red","green","green","red"
"7965","green","green","red","green","green","green","green","green","red","red"
